C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_01_505.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_01_505.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_01_505.jpg, 0, 0, 0, 7.953666E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_01_608.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_01_608.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_01_608.jpg, 0, 0, 0, 7.861463E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_01_713.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_01_713.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_01_713.jpg, 0, 0, 0, 7.808359E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_01_819.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_01_819.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_01_819.jpg, 0, 0, 0, 7.838156E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_01_927.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_01_927.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_01_927.jpg, 0, 0, 0, 7.873798E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_02_036.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_02_036.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_02_036.jpg, 0, 0, 0, 7.781175E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_02_141.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_02_141.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_02_141.jpg, 0, 0, 0, 7.868042E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_02_244.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_02_244.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_02_244.jpg, 0, 0, 0, 8.012645E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_02_347.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_02_347.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_02_347.jpg, 0, 0, 0, 8.464194E-05
C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\center_2017_01_25_13_41_02_447.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\left_2017_01_25_13_41_02_447.jpg, C:\Users\rggasoto\Documents\Udacity\Simulator\gasoto_data\IMG\right_2017_01_25_13_41_02_447.jpg, 0, 0, 0, 8.206967E-05
